Time_to_maturity,Volatility,Rate,Prices,Strikes,Basket_Price
0.5742515144209892,0.34616966171212826,0.08034295839424695,115.84688881533972,91.98969660600115,29.97760357352307
0.9355879396424707,0.4966776434595411,0.09990714869245139,75.59181184287516,114.99795073799781,6.228939311443781
0.5732593644334116,0.9474836292483058,0.06413052378631402,88.07486927041258,52.27815126117591,43.43146789524498
0.5889411849709181,0.17042589783855344,0.03739128129210091,86.80077972921956,81.92058320172167,8.470164978838824
0.2720437411400354,0.15652373827893937,0.0916641858353868,104.3140188898023,64.77978497928116,41.129651037923786
0.6990659415428147,0.9452936430210863,0.08331265640609777,111.79006595311657,86.84258247043819,46.82882492306921
0.974416358022816,0.2485944055239913,0.08744387684959079,92.33987363725771,71.94504730353405,27.027131532262608
0.9502358255375496,0.25349215021650007,0.07920612092594785,96.15511269492957,115.27173183401499,5.504518655782054
0.8522428353479783,0.41119941728327836,0.06749711768076178,99.9731287373351,98.13232128150123,18.448206165758037
0.591034254903084,0.32488998373402916,0.09987883246926334,104.14476962839544,54.503223919482444,52.778381405030416
0.326226316113605,0.19913651178497085,0.04811091521400909,105.91197254268062,71.40326233571909,35.621015519943015
0.8501387322321365,0.8951136510827286,0.08146674322068444,89.16559341638443,117.53654390079453,22.51172715231204
0.8895323744391024,0.3538493599721535,0.03610892755319205,102.8558770265945,149.48042678464287,3.2123102320695445
0.8615022682498876,0.7105610688746301,0.022679219656798297,110.6569086676744,115.41313550183723,27.6766519366858
0.27767756801833837,0.012574197426201623,0.0623194978046543,86.31378506366353,143.0563428911532,0.0
1.0059169805161132,0.48154183942152284,0.06907840875064299,112.49198728605825,102.25676052229731,29.503366408738977
0.3084719998735165,0.029318115453332044,0.03698628282501325,84.7032337045471,140.940650331143,8.960242694190749e-207
1.006407176305921,0.21835417288283385,0.03152797666395115,111.48546629622575,87.26022957039356,27.992460211549812
0.655429372903644,0.17089435609012274,0.09269388996461618,75.76382628511527,73.30668433833242,8.260836473332887
0.3692375849463736,0.989441830210613,0.09182454376517665,88.38516565010912,100.27141356623082,17.871898720559944
0.9783182045681074,0.1416015209909613,0.09305770952373638,113.9127610286869,95.27862425597655,27.06913948645412
0.5406362073068227,0.982087855349153,0.09864487563416474,104.97515206067501,90.26520877017468,37.57917684906886
0.6691222322692814,0.4502342944344115,0.064982706454736,95.46030725271552,149.03134063185445,2.9667796116640144
0.7288442183473589,0.7321264502273304,0.03550112145787711,105.51441830329516,100.39797144676368,28.962589487736388
0.6896190992625235,0.0409300164663049,0.04739113678466672,102.18584900340454,92.53147983489542,12.629624028152122
0.30040654438854697,0.914277337196301,0.06776051482860394,80.77216873404281,102.83673461609291,9.638308652212356
0.6470167324279394,0.0699153657140766,0.09107455163900904,94.33896023205311,110.85249669687813,0.07567840972618045
0.37992013865404084,0.32208106433018174,0.08054856544267482,111.88812463580145,57.78942034944178,55.84137432593772
0.3387715247793365,0.5446647157420662,0.025842589865215315,101.40936691206687,111.33619143945297,9.325862911940675
1.0582650240248943,0.06433936954788722,0.08120698823667502,89.5857441417875,91.85743077425222,5.849222462830937
0.9010136014710066,0.3222538542455717,0.09294005978664208,103.54560295913092,137.14704063748127,5.441396364061319
0.30024339091123553,0.02625466693184407,0.024635475282475287,93.40861245932963,134.26747753905764,2.831784578391197e-136
0.7269249372731224,0.37513662375656015,0.0781710611532776,98.5142000749505,54.83702643757747,46.893707691090185
1.0356619211597773,0.4479332977234315,0.08306071707055375,92.29958812948692,135.16434482473093,7.494041167398866
0.4350819684168086,0.7556863647058902,0.08487983912105447,96.80042213351521,104.91923822737692,17.391982126390403
0.40507185212290464,0.20250470208319776,0.03569090690764716,105.72985379234233,107.73251452038389,5.2191986337339245
0.8792604055544924,0.9054696253860361,0.02321388881466432,100.69473134368828,117.96541643684665,28.55361403647352
0.37132057855720246,0.8913678993271994,0.09748958825511848,88.64280640040471,79.14801300251501,24.458472833427592
0.21836201825719606,0.5176706945380132,0.03933038026883311,102.92871664360533,79.83089268047445,25.313247701558453
0.8969155642142623,0.0978342762700889,0.07033228762005775,96.14292300528824,118.38678616353624,0.24124648297370754
0.6849847427430489,0.8515379059273178,0.06622470904480098,77.77628417581792,114.74290494510416,12.7241685608926
0.2559443928768286,0.6398167357160491,0.0430610626488937,88.80900003772204,91.82472108494802,10.570204084507132
0.8026913174686947,0.8351738353147624,0.06797930886135209,90.90871165306744,140.63670275095097,15.46442821317839
0.6831334660375943,0.5927009477517385,0.07919544004931878,114.95852449158511,52.99185841959632,65.43708867189738
0.858259263014763,0.8341969474582525,0.07030293546049103,115.53389546468037,85.96649716826764,49.74136284708157
0.3426524687824161,0.16348325077031672,0.09459574804637585,101.96114093592462,74.28449013887527,30.046127117583794
0.40965388425721416,0.2901495354255437,0.06766102475611223,108.81258614418249,84.88164588455874,26.781429333471607
0.7998448356043157,0.3945575659343834,0.046475147348463315,94.22858903329453,116.1213967484386,7.259030862179213
